date,global_active_power_mean_kw,global_reactive_power_mean,voltage_mean,global_intensity_mean,sub_metering_1_wh,sub_metering_2_wh,sub_metering_3_wh,sub_metering_remainder_wh,sub_metering_1_mean_kw,sub_metering_2_mean_kw,sub_metering_3_mean_kw,sub_metering_remainder_mean_kw,year,month,day,dayofweek,dayofyear,is_weekend
2006-12-17,2.354486111111111,0.1569486111111111,240.0870277777778,9.999027777777778,2033.0,4187.0,13341.0,36946.666666666664,0.08470833333333333,0.17445833333333335,0.555875,1.5394444444444444,2006,12,17,6,351,1
2006-12-18,1.5304347222222223,0.11235555555555556,241.23169444444446,6.421666666666667,1063.0,2621.0,14018.0,19028.433333333334,0.04429166666666667,0.10920833333333334,0.5840833333333334,0.792851388888889,2006,12,18,0,352,0
2006-12-19,1.1570791666666667,0.10482083333333334,241.9993125,4.926388888888889,839.0,7602.0,6197.0,13131.9,0.034958333333333334,0.31675000000000003,0.2582083333333333,0.5471625,2006,12,19,1,353,0
2006-12-20,1.5456583333333334,0.11180416666666666,242.30806249999998,6.467361111111111,0.0,2648.0,14063.0,20384.8,0.0,0.11033333333333334,0.5859583333333334,0.8493666666666666,2006,12,20,2,354,0
2006-12-21,1.1924402777777778,0.10011527777777778,241.0419027777778,5.028194444444445,1765.0,2623.0,10421.0,13809.566666666668,0.07354166666666666,0.10929166666666668,0.4342083333333333,0.5753986111111111,2006,12,21,3,355,0
2006-12-22,1.6259291666666669,0.12979583333333333,241.1845486111111,6.872916666666667,3151.0,350.0,11131.0,24390.3,0.13129166666666667,0.014583333333333332,0.46379166666666666,1.0162625,2006,12,22,4,356,0
2006-12-23,3.314851388888889,0.15379861111111112,240.1360763888889,14.028055555555557,2669.0,425.0,14726.0,61736.433333333334,0.11120833333333334,0.017708333333333333,0.6135833333333334,2.572351388888889,2006,12,23,5,357,1
2006-12-24,1.7708416666666669,0.10409722222222223,241.6874375,7.640416666666667,1703.0,5082.0,6891.0,28824.2,0.07095833333333333,0.21175,0.287125,1.2010083333333335,2006,12,24,6,358,1
2006-12-25,1.9049444444444443,0.1668611111111111,243.39993055555558,7.951527777777779,6620.0,1962.0,5795.0,31341.666666666668,0.2758333333333333,0.08175,0.24145833333333333,1.3059027777777779,2006,12,25,0,359,0
2006-12-26,2.7320208333333333,0.11465416666666667,241.6254375,11.347916666666666,1086.0,2533.0,14979.0,46970.5,0.045250000000000005,0.10554166666666666,0.6241249999999999,1.9571041666666666,2006,12,26,1,360,0
2006-12-27,1.0616388888888888,0.12423749999999999,243.76736111111111,4.5175,0.0,314.0,6976.0,18189.333333333332,0.0,0.013083333333333334,0.2906666666666667,0.757888888888889,2006,12,27,2,361,0
2006-12-28,1.4393319444444443,0.14505277777777778,243.26833333333335,6.086250000000001,2207.0,4419.0,9176.0,18741.966666666667,0.09195833333333332,0.18412499999999998,0.38233333333333336,0.7809152777777778,2006,12,28,3,362,0
2006-12-29,2.204438888888889,0.13638472222222223,240.87130555555555,9.271388888888888,1252.0,5162.0,11329.0,35163.53333333333,0.05216666666666667,0.21508333333333332,0.4720416666666667,1.4651472222222222,2006,12,29,4,363,0
2006-12-30,1.9460666666666666,0.21716666666666667,240.53597222222223,8.318888888888889,3147.0,7938.0,12515.0,23105.6,0.131125,0.33075,0.5214583333333334,0.9627333333333333,2006,12,30,5,364,1
2006-12-31,2.426525,0.10475833333333334,239.8965763888889,10.199583333333333,0.0,347.0,6502.0,51387.6,0.0,0.014458333333333332,0.27091666666666664,2.14115,2006,12,31,6,365,1
2007-01-01,1.9090305555555556,0.10289305555555556,240.12897916666665,7.916944444444444,0.0,352.0,5880.0,39584.73333333333,0.0,0.014666666666666666,0.245,1.6493638888888889,2007,1,1,0,1,0
2007-01-02,0.8814138888888889,0.13218194444444445,241.94377777777777,3.7140277777777775,0.0,348.0,6562.0,14243.933333333332,0.0,0.014499999999999999,0.2734166666666667,0.5934972222222222,2007,1,2,1,2,0
2007-01-03,0.7042041666666666,0.13661666666666666,243.5570902777778,3.0140277777777778,0.0,344.0,4765.0,11791.9,0.0,0.014333333333333332,0.19854166666666664,0.49132916666666665,2007,1,3,2,3,0
2007-01-04,2.2634805555555553,0.1404875,239.7502986111111,9.478194444444444,1051.0,7597.0,10896.0,34779.53333333333,0.043791666666666666,0.31654166666666667,0.454,1.4491472222222221,2007,1,4,3,4,0
2007-01-05,1.8842805555555555,0.12024583333333333,240.49576388888892,7.885138888888889,1483.0,379.0,7602.0,35758.73333333333,0.06179166666666667,0.015791666666666666,0.31675000000000003,1.489947222222222,2007,1,5,4,5,0
2007-01-06,1.047484722222222,0.13346388888888888,239.67305555555555,4.543888888888889,1336.0,402.0,5678.0,17723.633333333335,0.05566666666666667,0.01675,0.23658333333333334,0.7384847222222223,2007,1,6,5,6,1
2007-01-07,1.6997361111111111,0.17088472222222223,240.90248611111113,7.282638888888889,1987.0,8177.0,12810.0,17819.666666666668,0.08279166666666667,0.34070833333333334,0.5337500000000001,0.7424861111111111,2007,1,7,6,7,1
2007-01-08,1.5565,0.14414444444444446,239.5769513888889,6.551666666666667,0.0,467.0,17547.0,19342.0,0.0,0.019458333333333334,0.731125,0.8059166666666666,2007,1,8,0,8,0
